char,freq,len
老板娘很,52,4
龟苓膏,52,3
讲道理,52,3
款式很漂亮,52,5
价高,52,2
或者,52,2
很累,52,2
贝类,52,2
表情,52,2
冰激淋,52,3
超爽,52,2
比萨,52,2
电影,52,2
奥利奥,52,3
分熟的,52,3
斑鱼刺身,52,4
薄饼,52,2
菜也实惠,52,4
不推荐来,52,4
巫山烤鱼,51,4
ヾ(≧O≦)〃,51,7
ヾ(￣▽￣),51,6
芝士扇贝,51,4
鸭子,51,2
折耳根,51,3
ヽ(???*)?━━━??,51,13
涨到,51,2
ヽ（≧□≦）ノ,51,7
衣服挺好的,51,5
招牌酸菜鱼,51,5
小时预约,51,4
西点,51,2
谢谢美团,51,4
ヽ(*。>Д<)o゜,51,10
一次买了,51,4
ヾ(￣ー￣)X(^▽^)ゞ,51,13
衣服收到,51,4
ヾ(≧?≦*)ゝ,51,8
椰子汁,51,3
ヾ(≧▽≦*)o,51,8
欲罢不能,51,4
在小区门口,51,5
有趣,51,2
芝士焗生蚝,51,5
太阳,51,2
牛杂煲,51,3
耙牛肉,51,3
全家福,51,3
忘了评论了,51,5
是真的好吃,51,5
汽水,51,2
泡椒牛蛙,51,4
全家,51,2
四季豆,51,3
松仁玉米,51,4
讨厌,51,2
汤锅,51,2
微辣锅底,51,4
米酒,51,2
跳水鱼,51,3
汤多,51,2
师资,51,2
能烤能涮,51,4
涮牛肉,51,3
去了N次了,51,5
十分,51,2
号手法很好,51,5
烤肉拼盘,51,4
冷锅串串,51,4
老客,51,2
海带苗,51,3
礼貌,51,2
咖喱锅,51,3
个人才吃了,51,5
辣炒花蛤,51,4
黑黑的,51,3
Ｏ(≧口≦)Ｏ,51,7
(≧?≦)ゞ,51,6
（＝。＝）,51,5
┑(￣Д ￣)┍,51,8
(*/ω＼*),51,7
豆角,51,2
（づ￣3￣）づ╭?～,51,10
豆奶,51,2
(＠_＠;),51,6
φ(゜▽゜*)?,51,8
宝贝已收到,51,5
(ーー゛),51,5
(☆▽☆),51,5
(/≧▽≦)/,51,7
o(一︿一+)o,51,8
别去了,51,3
( *︾▽︾),51,7
<(￣︶￣)>,51,7
━(￣ー￣*|||━━,51,11
ε(*′???｀)з?,51,11
菜可口,51,3
：...φ(0￣*)啦啦啦_φ(*￣0￣),51,21
（≧0≦）//（-_-。）???,51,16
(*￣(エ)￣),51,8
（＃￣～￣＃）,51,7
嗯~ o(*￣▽￣*)o,51,12
(～￣(OO)￣)ブ,51,10
X﹏X,51,3
(o>ε(o>ｕ(≧∩≦),51,13
o(*^＠^*)o,51,9
( ＾?＾）／欢迎＼( ＾?＾）,51,16
(～￣▽￣)～,51,7
○|￣|_ =3,51,8
╮（╯＿╰）╭,51,7
≡ω≡,51,3
(＾－＾)V,51,6
￣へ￣,51,3
╮(╯▽╰)╭,51,7
(ノへ￣、),51,6
：╰(￣▽￣)╭,51,8
．<{=．．．．,51,8
(((o(*?▽?*)o))),51,15
*′?`)′?`)*′?`)*′?`),51,19
（＊￣（エ）￣）,51,8
(( へ(へ′?`)へ,51,11
(；′⌒`),51,6
○( ＾皿＾)っHiahiahia…,51,18
爆炒小公鸡,51,5
（○｀ 3′○）,51,8
||ヽ(*￣▽￣*)ノミ|Ю,51,14
┗|｀O′|┛,51,7
(?ˉ?ˉ?),51,7
▄︻┻┳═一,51,6
(￣︶￣)↗,51,6
...φ(0￣*)啦啦啦_φ(*￣0￣)′,51,21
"(￣_,￣ )",51,7
○|￣|_,51,5
Σ(っ °Д °;)っ,51,11
(o_ _)?,51,7
(￣△￣；),51,6
━┳━　━┳━,51,7
?(′?`*),51,7
(????)??,51,8
板着脸,51,3
(p≧w≦q),51,7
(￣▽￣)～■干杯□～(￣▽￣),51,16
┗( T﹏T )┛,51,9
（*＾-＾*）,51,7
( ￣ー￣)人(^▽^ ),51,13
干豆角,51,3
(。﹏。*),51,6
φ(≧ω≦*)?,51,8
┗|｀O′|┛ ,51,8
Ψ(￣?￣)Ψ,51,7
*<|:-) ,51,7
八寸蛋糕,51,4
(?′?`?),51,7
"ㄟ( ▔, ▔ )ㄏ",51,10
<(￣︶￣)↗[GO!],51,12
(*￣︿￣),51,6
☆⌒(*＾-゜),51,8
o(*￣▽￣*)o,51,9
Σ( ° △ °|||)︴,51,13
o(*￣3￣)o,51,8
鲳鱼,51,2
~(～￣▽￣)～,51,8
尝尝鲜,51,3
(*￣3￣)╭,51,7
┭┮﹏┭┮,51,5
(????),51,6
.....((/- -)/,51,13
...(*￣０￣)ノ,51,10
w(?Д?)w,51,7
(￣ε(#￣)☆╰╮o(￣皿￣///),51,19
””\(￣ー￣) (￣ー￣)//””,51,18
(′▽`???),51,8
(^&^)/,51,6
<(￣3￣)>,51,7
（゜▽＾*））,51,7
（′Д`）,51,5
(°ー°〃),51,6
( =?ω?= )m,51,10
(*￣rǒ￣),51,7
点去,51,2
^O^,51,3
～(￣▽￣～)(～￣▽￣)～,51,14
(ˉ▽￣～) 切~~,51,10
~~( ﹁ ﹁ ) ~~~,51,13
"*★,°*:.☆(￣▽￣)/$:*.°★* 。",51,23
(ー`′ー),51,6
(#`O′),51,6
(＾Ｕ＾)ノ~ＹＯ,51,9
⊙▽⊙,51,3
(　???) ??,51,9
<(*￣▽￣*)/,51,9
o(^▽^)o,51,7
(☆′益`)c,51,7
(* ￣︿￣),51,7
( *￣▽￣)((≧︶≦*),51,14
"！*★,°*:.☆(￣▽￣)/$:*.°★* ",51,23
n(*≧▽≦*)n,51,9
ㄟ(≧◇≦)ㄏ,51,7
( ﹁ ﹁ ) ~→,51,10
o(〃'▽'〃)o,51,9
o(≧口≦)o,51,7
=￣ω￣=,51,5
(⊙?⊙),51,5
o(*￣︶￣*)o,51,9
┌(。Д。)┐,51,7
吃不起,51,3
做工很精致,50,5
怎么都好,50,4
耳机不错,50,4
挺暖和,49,3
款式也不错,49,5
保暖性好,49,4
衣服质量好,48,5
大小很合适,48,5
非常好好,48,4
省心省力,47,4
货收到了,47,4
货已收到,47,4
物流也给力,46,5
音质还行,46,4
尺寸正好,46,4
100分,46,4
颜色很好,45,4
物流挺快,45,4
音质挺好的,45,5
料子很好,45,4
穿上很合身,45,5
做工很精细,44,5
做工也不错,44,5
牛扒很好吃,44,5
给5分,44,3
东西收到,44,4
总体上来说,43,5
质量还好,43,4
收到货了,43,4
面料也不错,43,5
尺寸刚好,43,4
物流有点慢,42,5
质量也可以,42,5
商品很好,42,4
来过N次了,42,5
还OK,42,3
黃油太多,42,4
穿着合适,42,4
店面差,42,3
挺厚实,41,3
很多选择,41,4
款式好,41,3
尺码标准,41,4
音质可以,40,4
质量一般般,40,5
手感好,40,3
挺合身,40,3
机器不错,40,4
很多东西吃,40,5
比较薄,40,3
质量太差,39,4
衣服很合身,39,5
新开张,39,3
应该是正品,39,5
买小了,39,3
面料舒服,39,4
客服态度好,39,5
发货及时,39,4
音质不好,38,4
音质很不错,38,5
颜色好,38,3
衣服还不错,38,5
质量超好,38,4
手法独特,38,4
汤很清甜,38,4
面料好,38,3
穿着很暖和,38,5
至于味道嘛,37,5
味道也OK,37,5
新店开张,37,4
质量杠杠的,37,5
做工也很好,37,5
其他都OK,37,5
面料很舒服,37,5
就是有点大,37,5
款式很喜欢,37,5
给婆婆买的,37,5
懒得换了,37,4
无异味,36,3
汤很甜,36,3
戴着很舒服,36,5
第N次去了,36,5
吃了N次了,36,5
买到哪,35,3
黃油太多了,35,5
剪的挺好的,35,5
发货也快,35,4
穿着很合身,35,5
包装完好,35,4
不好用,35,3
衣服很喜欢,34,5
物流超快,34,4
相信京东,34,4
已经用上了,34,5
自助餐一般,34,5
性能不错,34,4
就是买大了,34,5
空调不够冷,34,5
服务也OK,34,5
味道还OK,33,5
音响可以,33,4
质量没得说,33,5
衣服挺好,33,4
音质也好,33,4
试了一下,33,4
蛮好看,33,3
歌很全,33,3
客服很好,33,4
材质很好,33,4
发货也很快,33,5
穿着合身,33,4
材质不错,33,4
非常实用,33,4
颜色也不错,32,5
选择不多,32,4
有两层,32,3
预约方便,32,4
挺多人,32,3
太多人了,32,4
还有自助餐,32,5
来了N次,32,4
还没用呢,32,4
发货慢,32,3
不错的东西,32,5
东东不错,32,4
质量很棒,31,4
音质非常好,31,5
也很舒服,31,4
质量特别好,31,5
商品很满意,31,5
态度认真,31,4
还没使用,31,4
很修身,31,3
款式时尚,31,4
空调不够凉,31,5
按的不错,31,4
穿上很好看,31,5
宝贝很不错,31,5
宝贝很漂亮,31,5
性能强大,30,4
颜色喜欢,30,4
物流慢,30,3
音效也很好,30,5
料子不错,30,4
很NICE,30,5
给老婆买的,30,5
很柔软,30,3
歌曲很全,30,4
搓澡很好,30,4
穿着很合适,30,5
音响还不错,29,5
眼镜很好,29,4
星期天去的,29,5
也很暖和,29,4
真的很好看,29,5
用着不错,29,4
音效也好,29,4
衣服很满意,29,5
有弹性,29,3
买给妈妈的,29,5
就是薄了点,29,5
就是太薄了,29,5
抵吃,29,2
眼镜也不错,28,5
物流也挺快,28,5
终于拍完了,28,5
食品不错,28,4
手法很棒,28,4
使用很方便,28,5
给老公买的,28,5
剪的也不错,28,5
快递也快,28,4
很好的衣服,28,5
歌曲全,28,3
力度适中,28,4
快递也给力,28,5
搓澡不错,28,4
不错的衣服,28,5
帮人买的,28,4
布料不错,28,4
发货太慢,28,4
颜色鲜艳,27,4
音效也可以,27,5
做工也好,27,4
音效不好,27,4
值得信任,27,4
乳鸽不错,27,4
食物好,27,3
送人了,27,3
没有坏的,27,4
设备不错,27,4
设备好,27,3
技术很不错,27,5
好优惠,27,3
给公司买的,27,5
教练很专业,27,5
煲仔饭不错,27,5
布料很好,27,4
出品新鲜,27,4
穿着也舒服,27,5
穿上舒服,27,4
东西挺全,27,4
不掉色,27,3
质量没的说,26,5
种类非常多,26,5
品种特别多,26,5
外观不错,26,4
品种多多,26,4
挺实用,26,3
手法棒,26,3
婆婆很喜欢,26,5
太坑爹了,26,4
口味OK,26,4
环境还OK,26,5
技术一般,26,4
继续购买,26,4
客服也很好,26,5
港式茶餐厅,26,5
空调不够,26,4
黃油很少,26,4
刚收到货,26,4
好多人排队,26,5
很清甜,26,3
刚刚收到,26,4
技师很专业,26,5
冷盘也不错,26,5
尺寸刚刚好,26,5
大小刚合适,26,5
版型很好,26,4
优惠多,25,3
音质很棒,25,4
有点色差,25,4
有点小了,25,4
颜色也正,25,4
新开业,25,3
我都把这段,25,5
信赖京东,25,4
一直在用,25,4
音效可以,25,4
软绵绵,25,3
种类蛮多的,25,5
蛮舒服,25,3
摄影老师,25,4
手法很不错,25,5
挺舒适,25,3
全5星,25,3
手法一般,25,4
时间有点短,25,5
款式还可以,25,5
裤子很好,25,4
很轻薄,25,3
黃油很好吃,25,5
就是大了点,25,5
还有赠品,25,4
不够香,25,3
菜式太少了,25,5
出品精致,25,4
穿上很漂亮,25,5
豆浆好喝,25,4
吃过N次了,25,5
吃的品种多,25,5
出品还行,25,4
草莓很新鲜,25,5
按完很舒服,25,5
选择少,24,3
用券很实惠,24,5
音质还好,24,4
衣服很厚实,24,5
追求完美,24,4
物流还可以,24,5
牛扒好吃,24,4
聊的很开心,24,5
平时人不多,24,5
手感也不错,24,5
水有点凉,24,4
好好食,24,3
技师不错,24,4
鸡很嫩,24,3
剪的很仔细,24,5
好一般,24,3
款式多样,24,4
很鲜甜,24,3
还要等位,24,4
橘子子,24,3
尺寸也合适,24,5
风趣幽默,24,4
房间够大,24,4
非常自然,24,4
第N次买了,24,5
:-),24,3
胸口油,23,3
也不推销,23,4
有点大了,23,4
质量很差,23,4
太合适了,23,4
去了N次,23,4
太火爆了,23,4
让我很满意,23,5
芒果有点酸,23,5
人也很幽默,23,5
玩的很好,23,4
面料柔软,23,4
没有生蚝,23,4
给家人买的,23,5
老公很满意,23,5
好不好吃,23,4
快递快,23,3
货不对版,23,4
冷气足,23,3
离地铁很近,23,5
爆米花好吃,23,5
不限时,23,3
菜色挺多,23,4
尺码正好,23,4
第N次吃了,23,5
方便又简单,23,5
不错的商品,23,5
东西不算多,23,5
菜式比较少,23,5
房间很干净,23,5
菜挺好的,23,4
发型很喜欢,23,5
不会很辣,23,4
味道很大,22,4
虾是活的,22,4
衣服是正品,22,5
总体OK,22,4
音质挺好,22,4
音响也可以,22,5
衣服漂亮,22,4
鞋子不错,22,4
质量不错的,22,5
眼镜很漂亮,22,5
用词工整,22,4
种类全,22,3
运行稳定,22,4
质量很好的,22,5
做工粗糙,22,4
质量也挺好,22,5
牛扒还可以,22,5
时间长,22,3
位置易找,22,4
四种口味,22,4
她非常喜欢,22,5
品质还行,22,4
玩的不错,22,4
就是没有虾,22,5
环境很大,22,4
货收到,22,3
还有水果吃,22,5
很有气质,22,4
技术高超,22,4
海鲜也多,22,4
空调不足,22,4
结构巧妙,22,4
第一次用,22,4
按的很好,22,4
房间有点小,22,5
5星,22,2
菜式也多,22,4
耳机很好,22,4
服装很干净,22,5
但语法严谨,22,5
不会太腻,22,4
方便实用,22,4
比较拥挤,22,4
份量好少,22,4
穿着不错,22,4
吃得还可以,22,5
哎…,22,2
包装的很好,22,5
不错的卖家,22,5
发型师很好,22,5
等候时间长,22,5
物流也不错,21,5
质量有保证,21,5
自己很喜欢,21,5
音乐餐厅,21,4
照片很美,21,4
颜色也很好,21,5
颜色很鲜艳,21,5
音响也很好,21,5
洗的很舒服,21,5
样式很好,21,4
验证方便,21,4
音质差,21,3
质量不错哦,21,5
质量蛮好的,21,5
做的很细心,21,5
桌布很漂亮,21,5
衣服很暖和,21,5
小龙虾好吃,21,5
样式也不错,21,5
也不疼,21,3
颜色也漂亮,21,5
人帅,21,2
手艺也很好,21,5
太敬业了,21,4
水质也不错,21,5
食物可以,21,4
手法可以,21,4
乾酪很多,21,4
送花很及时,21,5
七夕去的,21,4
其他的,21,3
品种好多,21,4
还有小龙虾,21,5
款式大方,21,4
很卖力,21,3
还收服务费,21,5
今天很开心,21,5
还有寿司,21,4
剪的也很好,21,5
黃油不错,21,4
花色好看,21,4
就是太大了,21,5
今天去的,21,4
给老人买的,21,5
经常帮衬,21,4
就过来试试,21,5
发型满意,21,4
菜式太少,21,4
超级舒服,21,4
帮妈妈买的,21,5
服装很漂亮,21,5
东西很漂亮,21,5
不疼,21,2
东西又多,21,4
菜式可以,21,4
吃的很少,21,4
兑换很快,21,4
比想象的好,21,5
用上了,20,3
周四去的,20,4
音质清晰,20,4
我很开心,20,4
味道一般啊,20,5
虾都是活的,20,5
昨天拍的,20,4
洗头很舒服,20,5
医生很耐心,20,5
质感很好,20,4
味道有点大,20,5
质量太差了,20,5
效果还好,20,4
赚到了,20,3
中午人很少,20,5
洗的不错,20,4
在地下一层,20,5
这点很赞,20,4
有驻唱,20,3
自助服务,20,4
小龙虾不错,20,5
食物也好吃,20,5
拍的很喜欢,20,5
食物还不错,20,5
摄影师很逗,20,5
食材挺新鲜,20,5
认真仔细,20,4
挺厚的,20,3
晚上去,20,3
难度适中,20,4
蛮漂亮,20,3
平日去的,20,4
食为天性,20,4
送给妈妈的,20,5
平安夜去的,20,5
食品种类多,20,5
汤很鲜甜,20,4
平时去的,20,4
商品还可以,20,5
图案漂亮,20,4
手法挺好的,20,5
水不错,20,3
拍摄的时候,20,5
轻轻地回味,20,5
佩戴舒适,20,4
食物一般般,20,5
牛肉丸好吃,20,5
很抵,20,2
烤涮一体,20,4
化妆很好,20,4
静静地咀嚼,20,5
懒得退了,20,4
话不多,20,3
好多吃的,20,4
剪的很认真,20,5
化妆很细心,20,5
坑爹啊,20,3
还没有使用,20,5
看上去不错,20,5
还会继续买,20,5
好吃吗,20,3
很好的东西,20,5
经常去玩,20,4
环境唔错,20,4
很结实,20,3
经常来玩,20,4
还有音乐听,20,5
花还不错,20,4
化妆老师,20,4
非常舒适,20,4
穿上很合适,20,5
出品很不错,20,5
东西很好用,20,5
穿着暖和,20,4
东东很好,20,4
东西好好吃,20,5
吃的多,20,3
出品很快,20,4
菜式也很多,20,5
场地挺大,20,4
东西非常多,20,5
菜式也不错,20,5
尺寸很合适,20,5
超多人,20,3
包包不错,20,4
做的拉直,19,4
与图片相符,19,5
饮料也很多,19,5
选择比较多,19,5
选择性多,19,4
一直来这里,19,5
小吃好吃,19,4
音响也好,19,4
衣服可以,19,4
一口下去,19,4
有质感,19,3
质量还行吧,19,5
长得漂亮,19,4
虾都没有,19,4
纯棉,19,2
质量也不好,19,5
有驻唱歌手,19,5
这个还可以,19,5
做事认真,19,4
音质也可以,19,5
坐得舒服,19,4
衣衣不错,19,4
重新装修后,19,5
没有问题,19,4
乾酪味很浓,19,5
手法很娴熟,19,5
品种又多,19,4
胖子的福音,19,5
生蚝不错,19,4
全部好评,19,4
身材火辣,19,4
食材很丰富,19,5
师傅很好,19,4
美食当前,19,4
条件不错,19,4
让人放心,19,4
师傅很细心,19,5
让人很放松,19,5
麻麻地,19,3
虽然有点累,19,5
特别仔细,19,4
天气很热,19,4
水温不错,19,4
挺准时的,19,4
技师也不错,19,5
或馋性千娇,19,5
款式比较多,19,5
空调很凉快,19,5
累了,19,2
很有亲切感,19,5
个头不大,19,4
还没有穿,19,4
环境小清新,19,5
给老爸买的,19,5
刚刚拍完,19,4
很清晰,19,3
老妈喜欢,19,4
还好有团购,19,5
海鲜自助,19,4
烤肉一般,19,4
粉粉的,19,3
穿着挺舒服,19,5
地方也很大,19,5
产品很好,19,4
都挺新鲜的,19,5
兑换很方便,19,5
东西又少,19,4
按的舒服,19,4
按的很到位,19,5
菜式很少,19,4
菜的种类多,19,5
大小合身,19,4
不错的自助,19,5
吃的也一般,19,5
底片全送了,19,5
不功不过,19,4
不推销产品,19,5
肥牛很好吃,19,5
地方有点挤,19,5
打开一看,19,4
包装完整,19,4
带朋友来,19,4
服务几好,19,4
到货很快,19,4
比超市便宜,19,5
炒饭不错,19,4
方便好用,19,4
出品一般般,19,5
感觉还挺好,19,5
除了服务,19,4
感谢大家,19,4
按得很舒服,19,5
房间太小,19,4
音效挺好的,18,5
饮料也多,18,4
照片出来了,18,5
颜色也好,18,4
音响不好,18,4
熊猫果茶,18,4
味道鲜甜,18,4
周二去的,18,4
颜色还行,18,4
周三去的,18,4
做工很细致,18,5
效果明显,18,4
五星评价,18,4
鞋子很好,18,4
衣服好看,18,4
样式少,18,3
我靠,18,2
也很负责,18,4
音质一般般,18,5
优惠力度小,18,5
做的还可以,18,5
也很健谈,18,4
味道有点怪,18,5
有螃蟹,18,3
种类很全,18,4
又不用排队,18,5
这点很不错,18,5
一家人去吃,18,5
总能有所思,18,5
样式挺多,18,4
图案不错,18,4
榴莲味十足,18,5
耐心讲解,18,4
面料也很好,18,5
水不干净,18,4
面积不大,18,4
人气爆棚,18,4
师傅很热情,18,5
挺辛苦,18,3
买贵了,18,3
人不算很多,18,5
手法很熟练,18,5
食物干净,18,4
手法特别好,18,5
糯米给力,18,4
满意的购物,18,5
没有最好,18,4
试穿了一下,18,5
啤酒免费,18,4
青菜很新鲜,18,5
人也很亲切,18,5
食物还行,18,4
全是黃油,18,4
牛扒还行,18,4
时间短,18,3
声音不错,18,4
上身效果好,18,5
挺薄的,18,3
买了两张券,18,5
好看好看,18,4
很有弹性,18,4
技师很漂亮,18,5
很好味道,18,4
活动买的,18,4
很好很漂亮,18,5
还有生蚝,18,4
好多都没有,18,5
好硬,18,2
够便宜,18,3
还有冷盘,18,4
力道足,18,3
花收到了,18,4
花不新鲜,18,4
技术熟练,18,4
两杯饮料,18,4
果然很不错,18,5
款式喜欢,18,4
技术棒,18,3
还有抽奖,18,4
黃油新鲜,18,4
环境的话,18,4
花也很好看,18,5
还送了礼物,18,5
各种都有,18,4
环境清新,18,4
可以用,18,3
环境过得去,18,5
好慢,18,2
技术很赞,18,4
裤子收到了,18,5
黃油不多,18,4
黃油很新鲜,18,5
服装不分区,18,5
比较自然,18,4
带妈妈去的,18,5
菜式品种多,18,5
不错的东东,18,5
吃的不好,18,4
包房舒适,18,4
耳机很不错,18,5
吃的东西多,18,5
分量比较小,18,5
吃的挺多,18,4
到店后,18,3
超级优惠,18,4
发货迅速,18,4
不算多,18,3
大了,18,2
尺码很合适,18,5
发货有点慢,18,5
不够嫩,18,3
东西是正品,18,5
兑换快,18,3
灯光有点暗,18,5
东西不全,18,4
不理想,18,3
草莓不错,18,4
超方便,18,3
吃不过来,18,4
爸爸很喜欢,18,5
不够甜,18,3
包场了,18,3
菜码大,18,3
地板很滑,18,4
比较腻,18,3
不限时间,18,4
都很细心,18,4
宝贝挺好,18,4
感谢糯米,18,4
穿着好看,18,4
凤爪好吃,18,4
非常饱,18,3
不会太辣,18,4
下次接着去,17,5
做工精美,17,4
下次还来玩,17,5
装修很漂亮,17,5
质量很一般,17,5
质量没问题,17,5
有自助餐,17,4
饮料也少,17,4
在装修,17,3
味道有点甜,17,5
星期六去的,17,5
味道太大,17,4
这次很满意,17,5
在商场里面,17,5
样子很好,17,4
选择也很多,17,5
蛮好玩,17,3
夏天来了,17,4
种类不算多,17,5
音响还行,17,4
味道不不错,17,5
用了几天,17,4
虾很小,17,3
验光仔细,17,4
有自助,17,3
这样的价格,17,5
支持京东,17,4
味道方面,17,4
只有更好,17,4
虾也没有,17,4
挺认真,17,3
虽然小贵,17,4
水果也不多,17,5
拍的美美的,17,5
去得比较早,17,5
乳鸽很好吃,17,5
手艺很不错,17,5
拍照的时候,17,5
水挺干净,17,4
三文鱼任吃,17,5
太乱,17,2
排队好久,17,4
体验了一下,17,5
面料舒适,17,4
玩的挺好,17,4
没什么选择,17,5
美美滴,17,3
设备一般,17,4
水很好,17,3
摄影师幽默,17,5
蛮优惠,17,3
皮脆,17,2
满意极了,17,4
时间足,17,3
太优惠了,17,4
食材很多,17,4
牛排很一般,17,5
没推销,17,3
榴莲味很足,17,5
品质有保证,17,5
人没那么多,17,5
试了下,17,3
人越来越多,17,5
品种很齐全,17,5
美团的,17,3
很多品种,17,4
快递太慢,17,4
海鲜也很多,17,5
歌曲多,17,3
剪得很好,17,4
广东口味,17,4
好抵食,17,3
就是要等位,17,5
还有螃蟹,17,4
很经常来,17,4
花还可以,17,4
就一般般,17,4
好吃新鲜,17,4
黃油少,17,3
冷盘好吃,17,4
好是好,17,3
还有大闸蟹,17,5
很暖,17,2
环境就一般,17,5
货到了,17,3
很照顾我们,17,5
好细心,17,3
款式还行,17,4
很烧脑,17,3
花色很漂亮,17,5
给5星,17,3
花也漂亮,17,4
技师服务好,17,5
酱骨架,17,3
技师很认真,17,5
还不错把,17,4
客人少,17,3
今天来选片,17,5
技术非常棒,17,5
力度合适,17,4
技术特别好,17,5
环境很多,17,4
和朋友聚餐,17,5
口味福斯化,17,5
材质好,17,3
福斯化,17,3
第N次来,17,4
大小适中,17,4
版型不错,17,4
而且又贵,17,4
份量凑合,17,4
店挺大的,17,4
大气上档次,17,5
耳机收到了,17,5
吃的东西少,17,5
东西很精致,17,5
版型好,17,3
店员很细心,17,5
炒饭也不错,17,5
菜式很丰富,17,5
地点好,17,3
草莓好吃,17,4
第四次去了,17,5
东西种类少,17,5
吃得饱饱,17,4
超值的套餐,17,5
便宜点,17,3
当天选片,17,4
菜式比较多,17,5
吃得太饱了,17,5
分店多,17,3
用了券,16,3
做工还不错,16,5
质量可靠,16,4
医生很负责,16,5
下次还点她,16,5
有烤肉,16,3
新店开业,16,4
质量又好,16,4
做的特别好,16,5
预约很方便,16,5
造型很喜欢,16,5
音乐不错,16,4
印象不错,16,4
种类特别多,16,5
样式不多,16,4
有点呛,16,3
质量有保障,16,5
也值了,16,3
小了,16,2
用着方便,16,4
饮料一般般,16,5
昨天刚拍完,16,5
又细心,16,3
有歌手驻唱,16,5
有点紧张,16,4
喜欢他家,16,4
新开不久,16,4
